Date,Crop,Quantity Sold (kg),Price per kg (₹),Revenue (₹)
2021-07-21,Barley,654,30.14,19711.56
2021-07-22,Rice,1587,31.26,49609.62
2021-07-22,Wheat,898,23.1,20743.8
2021-07-22,Corn,1479,21.0,31059.0
2021-07-22,Millet,971,18.31,17779.01
2021-07-22,Soybean,1115,53.79,59975.85
2021-07-22,Rapeseed,1196,53.54,64033.84
2021-07-22,Peanut,1052,56.71,59658.92
2021-07-22,Sorghum,1229,18.86,23178.94
2021-07-22,Barley,670,29.95,20066.5
2021-07-23,Rice,1596,32.77,52300.92
2021-07-23,Wheat,1003,25.74,25817.22
2021-07-23,Corn,884,23.95,21171.8
2021-07-23,Millet,1183,17.91,21187.53
2021-07-23,Soybean,605,53.65,32458.25
2021-07-23,Rapeseed,1027,50.18,51534.86
2021-07-23,Peanut,1254,63.84,80055.36
2021-07-23,Sorghum,966,21.85,21107.1
2021-07-23,Barley,814,29.61,24102.54
2021-07-24,Rice,1768,27.64,48867.52
2021-07-24,Wheat,1145,23.8,27251.0
2021-07-24,Corn,680,20.64,14035.2
2021-07-24,Millet,1493,18.65,27844.45
2021-07-24,Soybean,812,53.44,43393.28
2021-07-24,Rapeseed,761,52.46,39922.06
2021-07-24,Peanut,879,62.6,55025.4
2021-07-24,Sorghum,1263,19.59,24742.17
2021-07-24,Barley,1276,26.75,34133.0
2021-07-25,Rice,2067,28.43,58764.81
2021-07-25,Wheat,842,26.15,22018.3
2021-07-25,Corn,1048,21.71,22752.08
2021-07-25,Millet,1248,16.55,20654.4
2021-07-25,Soybean,962,54.54,52467.48
2021-07-25,Rapeseed,1107,52.28,57873.96
2021-07-25,Peanut,1022,61.78,63139.16
2021-07-25,Sorghum,708,21.28,15066.24
2021-07-25,Barley,661,30.47,20140.67
2021-07-26,Rice,1401,27.02,37855.02
2021-07-26,Wheat,701,26.71,18723.71
2021-07-26,Corn,1447,20.17,29185.99
2021-07-26,Millet,1251,19.49,24381.99
2021-07-26,Soybean,877,52.56,46095.12
2021-07-26,Rapeseed,796,51.83,41256.68
2021-07-26,Peanut,930,56.21,52275.3
2021-07-26,Sorghum,851,20.02,17037.02
2021-07-26,Barley,726,29.32,21286.32
2021-07-27,Rice,1108,32.29,35777.32
2021-07-27,Wheat,703,27.13,19072.39
2021-07-27,Corn,1141,23.08,26334.28
2021-07-27,Millet,1494,19.77,29536.38
2021-07-27,Soybean,917,47.9,43924.3
2021-07-27,Rapeseed,1127,58.2,65591.4
2021-07-27,Peanut,1166,65.62,76512.92
2021-07-27,Sorghum,578,21.14,12218.92
2021-07-27,Barley,1362,29.53,40219.86
2021-07-28,Rice,1293,30.91,39966.63
2021-07-28,Wheat,513,23.5,12055.5
2021-07-28,Corn,1158,21.02,24341.16
2021-07-28,Millet,1271,17.57,22331.47
2021-07-28,Soybean,1404,52.14,73204.56
2021-07-28,Rapeseed,1179,60.47,71294.13
2021-07-28,Peanut,1496,55.71,83342.16
2021-07-28,Sorghum,1319,20.83,27474.77
2021-07-28,Barley,1448,26.02,37676.96
2021-07-29,Rice,1021,27.49,28067.29
2021-07-29,Wheat,1455,26.25,38193.75
2021-07-29,Corn,971,21.42,20798.82
2021-07-29,Millet,1178,16.52,19460.56
2021-07-29,Soybean,906,52.48,47546.88
2021-07-29,Rapeseed,584,51.73,30210.32
2021-07-29,Peanut,1134,61.48,69718.32
2021-07-29,Sorghum,1106,20.16,22296.96
2021-07-29,Barley,857,29.84,25572.88
2021-07-30,Rice,1428,30.07,42939.96
2021-07-30,Wheat,1062,26.62,28270.44
2021-07-30,Corn,1065,23.07,24569.55
2021-07-30,Millet,965,16.87,16279.55
2021-07-30,Soybean,973,51.89,50488.97
2021-07-30,Rapeseed,1154,54.84,63285.36
2021-07-30,Peanut,1483,64.87,96202.21
2021-07-30,Sorghum,914,21.56,19705.84
2021-07-30,Barley,579,25.89,14990.31
2021-07-31,Rice,970,28.38,27528.6
2021-07-31,Wheat,764,24.17,18465.88
2021-07-31,Corn,1008,19.93,20089.44
2021-07-31,Millet,864,16.72,14446.08
2021-07-31,Soybean,992,46.22,45850.24
2021-07-31,Rapeseed,979,59.19,57947.01
2021-07-31,Peanut,590,64.63,38131.7
2021-07-31,Sorghum,799,19.56,15628.44
2021-07-31,Barley,872,26.08,22741.76
2021-08-01,Rice,1845,30.0,55350.0
2021-08-01,Wheat,1129,25.71,29026.59
2021-08-01,Corn,1790,22.41,40113.9
2021-08-01,Millet,927,16.23,15045.21
2021-08-01,Soybean,1250,51.16,63950.0
2021-08-01,Rapeseed,1406,54.5,76627.0
2021-08-01,Peanut,1290,58.52,75490.8
2021-08-01,Sorghum,1323,20.53,27161.19
2021-08-01,Barley,537,27.21,14611.77
2021-08-02,Rice,1843,32.54,59971.22
2021-08-02,Wheat,639,25.07,16019.73
2021-08-02,Corn,1450,22.62,32799.0
2021-08-02,Millet,977,19.04,18602.08
2021-08-02,Soybean,1191,47.24,56262.84
2021-08-02,Rapeseed,1143,50.53,57755.79
2021-08-02,Peanut,1088,62.45,67945.6
2021-08-02,Sorghum,600,19.39,11634.0
2021-08-02,Barley,1282,28.95,37113.9
2021-08-03,Rice,1590,31.51,50100.9
2021-08-03,Wheat,1226,23.72,29080.72
2021-08-03,Corn,1769,22.69,40138.61
2021-08-03,Millet,966,16.55,15987.3
2021-08-03,Soybean,691,52.22,36084.02
2021-08-03,Rapeseed,895,57.54,51498.3
2021-08-03,Peanut,955,56.6,54053.0
2021-08-03,Sorghum,1446,20.76,30018.96
2021-08-03,Barley,786,30.53,23996.58
2021-08-04,Rice,1552,28.27,43875.04
2021-08-04,Wheat,508,25.74,13075.92
2021-08-04,Corn,748,22.16,16575.68
2021-08-04,Millet,1496,18.97,28379.12
2021-08-04,Soybean,706,47.5,33535.0
2021-08-04,Rapeseed,1121,51.75,58011.75
2021-08-04,Peanut,924,59.82,55273.68
2021-08-04,Sorghum,1238,18.37,22742.06
2021-08-04,Barley,807,30.37,24508.59
2021-08-05,Rice,804,32.37,26025.48
2021-08-05,Wheat,1023,22.74,23263.02
2021-08-05,Corn,1554,20.39,31686.06
2021-08-05,Millet,1304,19.54,25480.16
2021-08-05,Soybean,870,50.49,43926.3
2021-08-05,Rapeseed,1322,57.49,76001.78
2021-08-05,Peanut,1564,58.74,91869.36
2021-08-05,Sorghum,574,18.82,10802.68
2021-08-05,Barley,1178,27.4,32277.2
2021-08-06,Rice,1402,29.88,41891.76
2021-08-06,Wheat,711,26.84,19083.24
2021-08-06,Corn,1664,22.45,37356.8
2021-08-06,Millet,676,17.65,11931.4
2021-08-06,Soybean,1431,48.95,70047.45
2021-08-06,Rapeseed,685,58.09,39791.65
2021-08-06,Peanut,969,57.83,56037.27
2021-08-06,Sorghum,1328,19.72,26188.16
2021-08-06,Barley,883,27.01,23849.83
2021-08-07,Rice,2218,30.04,66628.72
2021-08-07,Wheat,799,26.34,21045.66
2021-08-07,Corn,1215,20.58,25004.7
2021-08-07,Millet,985,17.62,17355.7
2021-08-07,Soybean,1566,53.01,83013.66
2021-08-07,Rapeseed,1382,59.72,82533.04
2021-08-07,Peanut,1431,65.24,93358.44
2021-08-07,Sorghum,994,18.55,18438.7
2021-08-07,Barley,662,26.14,17304.68
2021-08-08,Rice,886,27.32,24205.52
2021-08-08,Wheat,938,23.86,22380.68
2021-08-08,Corn,1495,20.75,31021.25
2021-08-08,Millet,750,19.19,14392.5
2021-08-08,Soybean,655,51.59,33791.45
2021-08-08,Rapeseed,1274,54.29,69165.46
2021-08-08,Peanut,1618,59.56,96368.08
2021-08-08,Sorghum,1279,19.31,24697.49
2021-08-08,Barley,528,26.11,13786.08
2021-08-09,Rice,2197,32.88,72237.36
2021-08-09,Wheat,1262,25.59,32294.58
2021-08-09,Corn,1190,22.73,27048.7
2021-08-09,Millet,950,16.44,15618.0
2021-08-09,Soybean,1388,48.42,67206.96
2021-08-09,Rapeseed,732,51.23,37500.36
2021-08-09,Peanut,838,65.02,54486.76
2021-08-09,Sorghum,1436,19.6,28145.6
2021-08-09,Barley,1395,26.5,36967.5
2021-08-10,Rice,2119,31.37,66473.03
2021-08-10,Wheat,1052,23.07,24269.64
2021-08-10,Corn,923,22.61,20869.03
2021-08-10,Millet,1206,16.37,19742.22
2021-08-10,Soybean,1197,47.89,57324.33
2021-08-10,Rapeseed,1254,49.52,62098.08
2021-08-10,Peanut,1089,56.66,61702.74
2021-08-10,Sorghum,957,21.28,20364.96
2021-08-10,Barley,545,29.0,15805.0
2021-08-11,Rice,1591,31.38,49925.58
2021-08-11,Wheat,1407,25.43,35780.01
2021-08-11,Corn,1138,20.38,23192.44
2021-08-11,Millet,1483,17.55,26026.65
2021-08-11,Soybean,1042,47.47,49463.74
2021-08-11,Rapeseed,1065,49.55,52770.75
2021-08-11,Peanut,1728,65.93,113927.04
2021-08-11,Sorghum,1020,19.37,19757.4
2021-08-11,Barley,613,26.26,16097.38
2021-08-12,Rice,1257,28.34,35623.38
2021-08-12,Wheat,532,22.75,12103.0
2021-08-12,Corn,1562,19.99,31224.38
2021-08-12,Millet,863,18.72,16155.36
2021-08-12,Soybean,1252,50.89,63714.28
2021-08-12,Rapeseed,773,56.03,43311.19
2021-08-12,Peanut,631,58.44,36875.64
2021-08-12,Sorghum,1410,21.73,30639.3
2021-08-12,Barley,1447,27.77,40183.19
2021-08-13,Rice,2049,30.43,62351.07
2021-08-13,Wheat,1292,26.47,34199.24
2021-08-13,Corn,1080,23.97,25887.6
2021-08-13,Millet,788,18.01,14191.88
2021-08-13,Soybean,1016,48.57,49347.12
2021-08-13,Rapeseed,542,59.45,32221.9
2021-08-13,Peanut,1230,56.36,69322.8
2021-08-13,Sorghum,683,21.63,14773.29
2021-08-13,Barley,552,30.31,16731.12
2021-08-14,Rice,2053,27.58,56621.74
2021-08-14,Wheat,794,25.53,20270.82
2021-08-14,Corn,1510,20.12,30381.2
2021-08-14,Millet,1453,19.38,28159.14
2021-08-14,Soybean,1708,45.22,77235.76
2021-08-14,Rapeseed,800,51.21,40968.0
2021-08-14,Peanut,1714,65.73,112661.22
2021-08-14,Sorghum,605,18.53,11210.65
2021-08-14,Barley,1309,26.21,34308.89
2021-08-15,Rice,1821,32.3,58818.3
2021-08-15,Wheat,1158,23.7,27444.6
2021-08-15,Corn,1066,23.07,24592.62
2021-08-15,Millet,1314,19.34,25412.76
2021-08-15,Soybean,1429,51.02,72907.58
2021-08-15,Rapeseed,659,55.7,36706.3
2021-08-15,Peanut,1225,60.73,74394.25
2021-08-15,Sorghum,740,18.29,13534.6
2021-08-15,Barley,1458,26.35,38418.3
2021-08-16,Rice,999,30.55,30519.45
2021-08-16,Wheat,826,23.62,19510.12
2021-08-16,Corn,1745,21.26,37098.7
2021-08-16,Millet,875,19.61,17158.75
2021-08-16,Soybean,999,54.02,53965.98
2021-08-16,Rapeseed,1119,55.67,62294.73
2021-08-16,Peanut,1018,59.61,60682.98
2021-08-16,Sorghum,1194,20.97,25038.18
2021-08-16,Barley,1165,30.03,34984.95
2021-08-17,Rice,2139,31.74,67891.86
2021-08-17,Wheat,728,26.72,19452.16
2021-08-17,Corn,932,23.19,21613.08
2021-08-17,Millet,1254,18.5,23199.0
2021-08-17,Soybean,1306,48.83,63771.98
2021-08-17,Rapeseed,811,52.57,42634.27
2021-08-17,Peanut,730,61.3,44749.0
2021-08-17,Sorghum,789,19.28,15211.92
2021-08-17,Barley,758,29.65,22474.7
2021-08-18,Rice,2112,29.56,62430.72
2021-08-18,Wheat,1286,26.77,34426.22
2021-08-18,Corn,1197,22.71,27183.87
2021-08-18,Millet,1238,16.4,20303.2
2021-08-18,Soybean,795,52.11,41427.45
2021-08-18,Rapeseed,1164,57.63,67081.32
2021-08-18,Peanut,921,65.15,60003.15
2021-08-18,Sorghum,1086,20.23,21969.78
2021-08-18,Barley,937,28.31,26526.47
2021-08-19,Rice,1306,32.34,42236.04
2021-08-19,Wheat,612,24.55,15024.6
2021-08-19,Corn,1362,21.03,28642.86
2021-08-19,Millet,863,16.67,14386.21
2021-08-19,Soybean,1796,52.46,94218.16
2021-08-19,Rapeseed,1198,56.76,67998.48
2021-08-19,Peanut,1495,55.28,82643.6
2021-08-19,Sorghum,1020,19.59,19981.8
2021-08-19,Barley,725,25.92,18792.0
2021-08-20,Rice,1116,30.06,33546.96
2021-08-20,Wheat,1367,26.48,36198.16
2021-08-20,Corn,1214,21.61,26234.54
2021-08-20,Millet,717,18.06,12949.02
2021-08-20,Soybean,1398,50.12,70067.76
2021-08-20,Rapeseed,720,55.81,40183.2
2021-08-20,Peanut,1346,62.73,84434.58
2021-08-20,Sorghum,638,20.6,13142.8
2021-08-20,Barley,916,27.21,24924.36
2021-08-21,Rice,1270,27.43,34836.1
2021-08-21,Wheat,1433,25.4,36398.2
2021-08-21,Corn,906,22.62,20493.72
2021-08-21,Millet,1424,17.78,25318.72
2021-08-21,Soybean,1588,45.65,72492.2
2021-08-21,Rapeseed,803,59.31,47625.93
2021-08-21,Peanut,1050,58.14,61047.0
2021-08-21,Sorghum,1474,21.31,31410.94
2021-08-21,Barley,604,28.87,17437.48
2021-08-22,Rice,831,27.09,22511.79
2021-08-22,Wheat,1236,23.42,28947.12
2021-08-22,Corn,1716,23.36,40085.76
2021-08-22,Millet,1386,17.16,23783.76
2021-08-22,Soybean,643,45.14,29025.02
2021-08-22,Rapeseed,862,54.56,47030.72
2021-08-22,Peanut,1114,54.26,60445.64
2021-08-22,Sorghum,1396,18.49,25812.04
2021-08-22,Barley,1067,29.18,31135.06
2021-08-23,Rice,1662,30.07,49976.34
2021-08-23,Wheat,1000,22.9,22900.0
2021-08-23,Corn,1765,19.89,35105.85
2021-08-23,Millet,1238,16.51,20439.38
2021-08-23,Soybean,1160,48.27,55993.2
2021-08-23,Rapeseed,520,59.64,31012.8
2021-08-23,Peanut,706,61.76,43602.56
2021-08-23,Sorghum,950,18.31,17394.5
2021-08-23,Barley,1108,30.61,33915.88
2021-08-24,Rice,2184,29.93,65367.12
2021-08-24,Wheat,637,27.24,17351.88
2021-08-24,Corn,1309,20.96,27436.64
2021-08-24,Millet,1179,17.68,20844.72
2021-08-24,Soybean,658,52.84,34768.72
2021-08-24,Rapeseed,1361,51.48,70064.28
2021-08-24,Peanut,957,58.96,56424.72
2021-08-24,Sorghum,1489,21.58,32132.62
2021-08-24,Barley,1301,27.73,36076.73
2021-08-25,Rice,961,29.93,28762.73
2021-08-25,Wheat,512,26.6,13619.2
2021-08-25,Corn,874,19.81,17313.94
2021-08-25,Millet,631,18.59,11730.29
2021-08-25,Soybean,1675,54.22,90818.5
2021-08-25,Rapeseed,768,56.6,43468.8
2021-08-25,Peanut,1340,65.67,87997.8
2021-08-25,Sorghum,1025,21.64,22181.0
2021-08-25,Barley,1005,26.14,26270.7
2021-08-26,Rice,1749,31.21,54586.29
2021-08-26,Wheat,759,26.03,19756.77
2021-08-26,Corn,1284,21.96,28196.64
2021-08-26,Millet,866,17.89,15492.74
2021-08-26,Soybean,885,45.72,40462.2
2021-08-26,Rapeseed,814,54.59,44436.26
2021-08-26,Peanut,764,63.66,48636.24
2021-08-26,Sorghum,1398,21.36,29861.28
2021-08-26,Barley,731,28.15,20577.65
2021-08-27,Rice,2196,31.21,68537.16
2021-08-27,Wheat,1233,27.0,33291.0
2021-08-27,Corn,1394,24.19,33720.86
2021-08-27,Millet,1006,16.43,16528.58
2021-08-27,Soybean,703,48.27,33933.81
2021-08-27,Rapeseed,817,50.97,41642.49
2021-08-27,Peanut,888,59.7,53013.6
2021-08-27,Sorghum,548,20.61,11294.28
2021-08-27,Barley,572,30.38,17377.36
2021-08-28,Rice,888,32.85,29170.8
2021-08-28,Wheat,1099,24.42,26837.58
2021-08-28,Corn,1365,22.34,30494.1
2021-08-28,Millet,1258,18.97,23864.26
2021-08-28,Soybean,1657,53.18,88119.26
2021-08-28,Rapeseed,1443,52.39,75598.77
2021-08-28,Peanut,1569,65.37,102565.53
2021-08-28,Sorghum,1366,19.74,26964.84
2021-08-28,Barley,1133,29.28,33174.24
2021-08-29,Rice,1231,30.91,38050.21
2021-08-29,Wheat,1169,26.59,31083.71
2021-08-29,Corn,700,22.84,15988.0
2021-08-29,Millet,689,19.1,13159.9
2021-08-29,Soybean,747,54.22,40502.34
2021-08-29,Rapeseed,779,51.75,40313.25
2021-08-29,Peanut,656,55.59,36467.04
2021-08-29,Sorghum,1058,20.9,22112.2
2021-08-29,Barley,868,25.52,22151.36
2021-08-30,Rice,1119,28.51,31902.69
2021-08-30,Wheat,1006,24.78,24928.68
2021-08-30,Corn,1640,23.66,38802.4
2021-08-30,Millet,906,17.35,15719.1
2021-08-30,Soybean,1651,53.67,88609.17
2021-08-30,Rapeseed,1347,52.16,70259.52
2021-08-30,Peanut,830,59.34,49252.2
2021-08-30,Sorghum,905,18.12,16398.6
2021-08-30,Barley,735,29.67,21807.45
2021-08-31,Rice,1017,32.57,33123.69
2021-08-31,Wheat,1024,27.05,27699.2
2021-08-31,Corn,1807,21.74,39284.18
2021-08-31,Millet,1111,16.79,18653.69
2021-08-31,Soybean,1003,51.42,51574.26
2021-08-31,Rapeseed,1057,54.33,57426.81
2021-08-31,Peanut,1059,65.08,68919.72
2021-08-31,Sorghum,1182,18.21,21524.22
2021-08-31,Barley,832,26.41,21973.12
2021-09-01,Rice,1388,32.99,45790.12
2021-09-01,Wheat,1382,26.58,36733.56
2021-09-01,Corn,1534,20.03,30726.02
2021-09-01,Millet,1308,19.55,25571.4
2021-09-01,Soybean,1912,51.29,98066.48
2021-09-01,Rapeseed,585,50.24,29390.4
2021-09-01,Peanut,1771,63.13,111803.23
2021-09-01,Sorghum,890,20.77,18485.3
2021-09-01,Barley,1365,27.95,38151.75
2021-09-02,Rice,1335,27.27,36405.45
2021-09-02,Wheat,716,26.95,19296.2
2021-09-02,Corn,1851,20.73,38371.23
2021-09-02,Millet,987,18.93,18683.91
2021-09-02,Soybean,1044,50.86,53097.84
2021-09-02,Rapeseed,1193,60.23,71854.39
2021-09-02,Peanut,848,64.8,54950.4
2021-09-02,Sorghum,1276,20.57,26247.32
2021-09-02,Barley,1126,30.39,34219.14
2021-09-03,Rice,1377,30.87,42507.99
2021-09-03,Wheat,727,24.88,18087.76
2021-09-03,Corn,1386,23.79,32972.94
2021-09-03,Millet,894,17.38,15537.72
2021-09-03,Soybean,1014,54.28,55039.92
2021-09-03,Rapeseed,1061,60.15,63819.15
2021-09-03,Peanut,1024,65.19,66754.56
2021-09-03,Sorghum,1287,18.44,23732.28
2021-09-03,Barley,519,28.78,14936.82
2021-09-04,Rice,1266,32.98,41752.68
2021-09-04,Wheat,588,26.47,15564.36
2021-09-04,Corn,1399,23.63,33058.37
2021-09-04,Millet,685,17.77,12172.45
2021-09-04,Soybean,1347,54.58,73519.26
2021-09-04,Rapeseed,1174,56.12,65884.88
2021-09-04,Peanut,971,60.88,59114.48
2021-09-04,Sorghum,1441,18.73,26989.93
2021-09-04,Barley,1366,27.72,37865.52
2021-09-05,Rice,1356,30.59,41480.04
2021-09-05,Wheat,1229,24.36,29938.44
2021-09-05,Corn,880,22.7,19976.0
2021-09-05,Millet,1189,18.56,22067.84
2021-09-05,Soybean,1359,47.73,64865.07
2021-09-05,Rapeseed,861,53.93,46433.73
2021-09-05,Peanut,1985,55.32,109810.2
2021-09-05,Sorghum,1361,21.41,29139.01
2021-09-05,Barley,1246,29.72,37031.12
2021-09-06,Rice,1418,29.06,41207.08
2021-09-06,Wheat,1497,25.34,37933.98
2021-09-06,Corn,1788,21.52,38477.76
2021-09-06,Millet,871,17.34,15103.14
2021-09-06,Soybean,1572,47.66,74921.52
2021-09-06,Rapeseed,1131,52.63,59524.53
2021-09-06,Peanut,715,59.44,42499.6
2021-09-06,Sorghum,1284,21.38,27451.92
2021-09-06,Barley,981,26.62,26114.22
2021-09-07,Rice,1489,32.31,48109.59
2021-09-07,Wheat,1460,25.09,36631.4
2021-09-07,Corn,1117,23.59,26350.03
2021-09-07,Millet,960,18.91,18153.6
2021-09-07,Soybean,2088,48.7,101685.6
2021-09-07,Rapeseed,1253,50.46,63226.38
2021-09-07,Peanut,1705,61.59,105010.95
2021-09-07,Sorghum,741,21.59,15998.19
2021-09-07,Barley,1360,28.29,38474.4
2021-09-08,Rice,1573,31.18,49046.14
2021-09-08,Wheat,753,24.02,18087.06
2021-09-08,Corn,2026,22.02,44612.52
2021-09-08,Millet,798,18.16,14491.68
2021-09-08,Soybean,966,45.96,44397.36
2021-09-08,Rapeseed,1497,51.91,77709.27
2021-09-08,Peanut,1465,60.49,88617.85
2021-09-08,Sorghum,1324,21.78,28836.72
2021-09-08,Barley,1097,30.07,32986.79
2021-09-09,Rice,1213,29.72,36050.36
2021-09-09,Wheat,814,27.26,22189.64
2021-09-09,Corn,1617,20.97,33908.49
2021-09-09,Millet,1742,17.75,30920.5
2021-09-09,Soybean,1647,46.85,77161.95
2021-09-09,Rapeseed,962,56.45,54304.9
2021-09-09,Peanut,810,59.69,48348.9
2021-09-09,Sorghum,950,21.66,20577.0
2021-09-09,Barley,628,26.29,16510.12
2021-09-10,Rice,1101,29.77,32776.77
2021-09-10,Wheat,580,23.52,13641.6
2021-09-10,Corn,1747,23.14,40425.58
2021-09-10,Millet,1623,19.56,31745.88
2021-09-10,Soybean,1486,48.49,72056.14
2021-09-10,Rapeseed,1486,55.54,82532.44
2021-09-10,Peanut,890,65.58,58366.2
2021-09-10,Sorghum,946,19.65,18588.9
2021-09-10,Barley,1311,28.22,36996.42
2021-09-11,Rice,607,32.6,19788.2
2021-09-11,Wheat,1494,25.22,37678.68
2021-09-11,Corn,2140,19.89,42564.6
2021-09-11,Millet,1340,19.73,26438.2
2021-09-11,Soybean,1309,53.3,69769.7
2021-09-11,Rapeseed,540,51.61,27869.4
2021-09-11,Peanut,1484,64.37,95525.08
2021-09-11,Sorghum,1383,18.09,25018.47
2021-09-11,Barley,699,29.59,20683.41
2021-09-12,Rice,873,31.02,27080.46
2021-09-12,Wheat,1463,27.27,39896.01
2021-09-12,Corn,2023,23.07,46670.61
2021-09-12,Millet,754,19.42,14642.68
2021-09-12,Soybean,1885,51.97,97963.45
2021-09-12,Rapeseed,902,55.97,50484.94
2021-09-12,Peanut,1576,58.92,92857.92
2021-09-12,Sorghum,1450,18.93,27448.5
2021-09-12,Barley,552,27.49,15174.48
2021-09-13,Rice,936,30.17,28239.12
2021-09-13,Wheat,1047,26.95,28216.65
2021-09-13,Corn,1107,23.11,25582.77
2021-09-13,Millet,811,18.75,15206.25
2021-09-13,Soybean,1753,53.57,93908.21
2021-09-13,Rapeseed,1232,52.05,64125.6
2021-09-13,Peanut,1542,59.02,91008.84
2021-09-13,Sorghum,1209,19.97,24143.73
2021-09-13,Barley,909,27.3,24815.7
2021-09-14,Rice,770,32.93,25356.1
2021-09-14,Wheat,624,25.08,15649.92
2021-09-14,Corn,1390,21.06,29273.4
2021-09-14,Millet,884,16.76,14815.84
2021-09-14,Soybean,1966,45.42,89295.72
2021-09-14,Rapeseed,583,55.64,32438.12
2021-09-14,Peanut,716,61.17,43797.72
2021-09-14,Sorghum,872,21.01,18320.72
2021-09-14,Barley,550,26.75,14712.5
2021-09-15,Rice,1072,30.04,32202.88
2021-09-15,Wheat,1299,22.79,29604.21
2021-09-15,Corn,1159,23.03,26691.77
2021-09-15,Millet,776,16.92,13129.92
2021-09-15,Soybean,1428,51.25,73185.0
2021-09-15,Rapeseed,1172,57.15,66979.8
2021-09-15,Peanut,1800,65.67,118206.0
2021-09-15,Sorghum,1452,20.95,30419.4
2021-09-15,Barley,1133,28.34,32109.22
2021-09-16,Rice,1473,32.15,47356.95
2021-09-16,Wheat,1430,24.86,35549.8
2021-09-16,Corn,2197,21.04,46224.88
2021-09-16,Millet,1288,18.59,23943.92
2021-09-16,Soybean,2184,46.45,101446.8
2021-09-16,Rapeseed,1270,52.45,66611.5
2021-09-16,Peanut,837,56.62,47390.94
2021-09-16,Sorghum,1833,20.47,37521.51
2021-09-16,Barley,1016,27.94,28387.04
2021-09-17,Rice,1226,32.6,39967.6
2021-09-17,Wheat,1409,27.34,38522.06
2021-09-17,Corn,2175,20.46,44500.5
2021-09-17,Millet,1456,17.29,25174.24
2021-09-17,Soybean,1524,50.09,76337.16
2021-09-17,Rapeseed,1216,51.49,62611.84
2021-09-17,Peanut,1218,57.69,70266.42
2021-09-17,Sorghum,1279,19.31,24697.49
2021-09-17,Barley,1127,25.85,29132.95
2021-09-18,Rice,829,27.44,22747.76
2021-09-18,Wheat,720,26.61,19159.2
2021-09-18,Corn,1953,23.74,46364.22
2021-09-18,Millet,1434,18.29,26227.86
2021-09-18,Soybean,1297,52.83,68520.51
2021-09-18,Rapeseed,1453,53.64,77938.92
2021-09-18,Peanut,876,65.45,57334.2
2021-09-18,Sorghum,1050,19.63,20611.5
2021-09-18,Barley,972,28.96,28149.12
2021-09-19,Rice,1668,28.67,47821.56
2021-09-19,Wheat,762,25.78,19644.36
2021-09-19,Corn,1285,20.44,26265.4
2021-09-19,Millet,1639,19.5,31960.5
2021-09-19,Soybean,756,50.31,38034.36
2021-09-19,Rapeseed,1156,55.95,64678.2
2021-09-19,Peanut,1689,62.35,105309.15
2021-09-19,Sorghum,813,21.61,17568.93
2021-09-19,Barley,830,25.65,21289.5
2021-09-20,Rice,608,27.85,16932.8
2021-09-20,Wheat,698,25.36,17701.28
2021-09-20,Corn,1327,21.16,28079.32
2021-09-20,Millet,1138,18.26,20779.88
2021-09-20,Soybean,1971,47.66,93937.86
2021-09-20,Rapeseed,1293,58.32,75407.76
2021-09-20,Peanut,2015,56.87,114593.05
2021-09-20,Sorghum,1593,21.79,34711.47
2021-09-20,Barley,1281,27.37,35060.97
2021-09-21,Rice,820,28.39,23279.8
2021-09-21,Wheat,1382,23.49,32463.18
2021-09-21,Corn,1441,20.07,28920.87
2021-09-21,Millet,1722,17.52,30169.44
2021-09-21,Soybean,1008,50.57,50974.56
2021-09-21,Rapeseed,585,57.21,33467.85
2021-09-21,Peanut,869,62.82,54590.58
2021-09-21,Sorghum,1172,20.23,23709.56
2021-09-21,Barley,771,29.82,22991.22
2021-09-22,Rice,734,32.02,23502.68
2021-09-22,Wheat,1442,26.73,38544.66
2021-09-22,Corn,1656,24.09,39893.04
2021-09-22,Millet,1428,18.78,26817.84
2021-09-22,Soybean,1035,46.58,48210.3
2021-09-22,Rapeseed,1448,51.31,74296.88
2021-09-22,Peanut,1677,57.72,96796.44
2021-09-22,Sorghum,743,20.88,15513.84
2021-09-22,Barley,1061,27.94,29644.34
2021-09-23,Rice,968,28.96,28033.28
2021-09-23,Wheat,760,26.35,20026.0
2021-09-23,Corn,1275,22.55,28751.25
2021-09-23,Millet,1771,19.39,34339.69
2021-09-23,Soybean,1048,48.06,50366.88
2021-09-23,Rapeseed,1397,55.38,77365.86
2021-09-23,Peanut,810,62.71,50795.1
2021-09-23,Sorghum,1450,18.59,26955.5
2021-09-23,Barley,941,26.94,25350.54
2021-09-24,Rice,1692,30.15,51013.8
2021-09-24,Wheat,842,25.08,21117.36
2021-09-24,Corn,1483,21.29,31573.07
2021-09-24,Millet,1381,16.88,23311.28
2021-09-24,Soybean,1929,52.62,101503.98
2021-09-24,Rapeseed,1130,52.8,59664.0
2021-09-24,Peanut,1059,54.45,57662.55
2021-09-24,Sorghum,1105,19.51,21558.55
2021-09-24,Barley,776,25.95,20137.2
2021-09-25,Rice,1413,31.6,44650.8
2021-09-25,Wheat,966,25.49,24623.34
2021-09-25,Corn,1189,23.21,27596.69
2021-09-25,Millet,1486,16.69,24801.34
2021-09-25,Soybean,945,54.79,51776.55
2021-09-25,Rapeseed,1023,52.96,54178.08
2021-09-25,Peanut,1861,59.53,110785.33
2021-09-25,Sorghum,1786,20.92,37363.12
